LFQ.intensity.11930	LFQ.intensity.11931	LFQ.intensity.11932	LFQ.intensity.11934	LFQ.intensity.12902	LFQ.intensity.12904	LFQ.intensity.12905	LFQ.intensity.13136	LFQ.intensity.13138	LFQ.intensity.13152	LFQ.intensity.13155	LFQ.intensity.13186	LFQ.intensity.13234	C: ANOVA Significant	N: -Log ANOVA p value	N: ANOVA q-value	T: Protein_IDs	T: Significant pairs
22.2546	21.7007	22.7869	22.0871	22.2059	19.608	21.9736	20.0066	23.2799	23.2253	21.3058	23.6336	21.3689	+	1.36662	0.0182907	XP_020927169.1	DMD_WT
21.0934	20.7325	22.9128	23.508	20.4797	25.4547	23.8753	20.9777	26.6855	26.8224	21.9424	26.0949	25.3492	+	2.21162	0.00350549	XP_020927854.1;XP_020927852.1;XP_020927849.1;XP_020927848.1;XP_020927858.1;XP_020927856.1;XP_020927855.1;XP_020927853.1;XP_020927851.1;XP_020927850.1;XP_020927861.1;XP_020927860.1;XP_020927859.1;XP_020927857.1;NP_001038081.1	DMD_BMD;DMD_WT
26.506	26.6481	26.2524	26.4468	27.1091	26.9295	26.962	26.5538	27.5596	26.974	26.6006	27.4075	27.4098	+	3.03644	0.000661538	XP_020928360.1	DMD_BMD;DMD_WT
22.5263	21.9848	20.4689	20.9933	28.3726	28.5125	21.7835	21.6606	28.1265	27.8221	23.0482	28.1858	28.1417	+	2.14897	0.00380697	XP_020928795.1;XP_020928794.1;XP_020928798.1;XP_020928797.1;XP_020928796.1;XP_020928802.1;XP_020928801.1;XP_020928800.1;XP_020928799.1	DMD_BMD
24.6219	24.929	24.459	24.8291	22.2431	24.9079	25.2027	21.1929	21.1778	24.329	20.7692	21.8064	20.5413	+	1.04213	0.0424911	XP_020928882.1	
27.1327	27.266	26.8891	27.2444	27.1667	27.4336	27.2896	27.182	28.2871	28.0958	26.7719	28.1217	27.913	+	4.2979	0.000266667	XP_020929117.1	DMD_BMD;DMD_WT
25.182	25.2189	25.0689	25.2941	20.7372	21.3799	25.3124	25.4062	21.7368	25.2834	21.3992	21.0812	20.8799	+	0.990584	0.0487014	XP_020929150.1	
29.8107	29.7737	29.837	29.553	30.0139	30.1097	29.7218	29.5938	30.225	30.1167	29.7977	30.3965	30.3612	+	2.59884	0.00165916	XP_020930128.1;XP_020930126.1;XP_020930125.1;XP_020930129.1;XP_020930124.1;XP_020930131.1;XP_020930132.1;XP_020930133.1;XP_020930123.1;XP_020930122.1;XP_020930136.1;XP_020930121.1;XP_020930138.1;XP_020930120.1;XP_020930119.1;XP_020930118.1;XP_020930142.1;XP_020930117.1;XP_020930116.1;XP_020930115.1;XP_020930114.1;XP_020930148.1;XP_020930130.1;XP_020930127.1;XP_020930147.1;XP_020930134.1;XP_020930135.1;XP_020930137.1;XP_020930139.1;XP_020930140.1;XP_020930141.1;XP_020930143.1;XP_020930144.1;NP_001090909.1;XP_020930146.1;XP_020937388.1;NP_001231132.1	DMD_BMD;DMD_WT
20.746	20.6412	21.1307	21.4124	21.5358	20.5325	23.0887	20.8225	22.9439	23.5082	23.0955	21.2419	26.2481	+	1.12254	0.0343558	XP_020930322.1;XP_020930321.1;XP_020930318.1;XP_020930319.1;NP_998934.1;XP_020930317.1;XP_020930316.1;XP_020930323.1;XP_020930315.1;XP_020930314.1	
20.6739	21.5761	21.7205	19.8255	22.0499	24.0864	23.6863	23.6559	24.2824	24.1433	22.2603	24.1433	23.9179	+	3.34165	0.000511013	XP_020930336.1;XP_020930335.1;XP_020930334.1;NP_999217.1;XP_020930397.1	WT_BMD;DMD_BMD
21.3402	20.6122	21.6923	21.561	20.8477	20.8932	23.1988	23.6947	24.2981	24.0914	23.0661	24.1765	24.3925	+	2.51436	0.00184326	XP_020930479.1;XP_020930478.1;XP_020951555.1	DMD_BMD;DMD_WT
23.9595	24.3953	24.7199	24.0821	23.8432	23.7313	24.4372	24.5257	25.5211	26.164	24.2938	25.7351	26.8918	+	3.85224	0.000298851	XP_020930619.1;XP_020930618.1	DMD_WT;DMD_BMD
21.2399	23.9524	20.9561	23.9389	24.7236	24.3643	24.4692	24.5292	25.3015	24.6512	21.4875	24.7421	24.1135	+	1.02173	0.0449633	XP_020930861.1;XP_020930860.1;XP_020930859.1;XP_020930858.1;XP_020930857.1;XP_013846037.2	
34.7834	34.4743	34.5164	34.3572	34.6719	34.785	34.5001	34.4848	33.9042	34.1324	34.7472	33.6068	34.1584	+	3.07964	0.000607004	XP_020931125.1;REV__NP_001177202.1;REV__NP_001177201.1;REV__XP_020930250.1	BMD_DMD;WT_DMD
20.7942	21.1088	20.6505	20.731	21.758	20.0931	22.1988	21.0682	24.1517	20.7233	21.3665	23.8234	24.0462	+	1.69074	0.00869311	XP_020931161.1;XP_020931167.1;XP_020931160.1;XP_020931166.1;XP_020931165.1;XP_020931164.1;XP_020931162.1;XP_020931151.1;XP_020931149.1;XP_020931137.1;XP_020931141.1;XP_020931140.1;XP_020931144.1;XP_020931168.1;XP_020931139.1;XP_020931132.1;XP_020931163.1;XP_020931136.1;XP_020931133.1;XP_020931138.1;XP_020931134.1;XP_020931147.1;XP_020931145.1;XP_020931150.1;XP_020931157.1;XP_020931156.1;XP_020931155.1;XP_020931154.1;XP_020931152.1;XP_013840084.1;XP_013840085.1;XP_020931142.1;XP_013840087.1;XP_020931148.1;XP_020931146.1;XP_020931135.1;XP_020931143.1;XP_005672371.1;XP_005672380.1;XP_020931159.1;XP_020927292.1;XP_020927311.1;XP_020927309.1;XP_020927306.1;XP_020927305.1;XP_020927286.1;XP_020927300.1;XP_020927298.1;XP_020931158.1;XP_020927296.1;XP_020927293.1;XP_020927297.1;XP_020927291.1;XP_005672375.1;XP_005672377.1;XP_020927285.1;XP_005672376.1;XP_020927294.1;XP_020927287.1;XP_020927289.1;XP_020927284.1;XP_020927288.1;XP_020931153.1;XP_005672372.1;XP_020927302.1;XP_020927313.1;XP_020927299.1;XP_020927304.1;XP_020927312.1;XP_020927307.1;XP_020927308.1;XP_020927310.1;XP_020927295.1;XP_020927303.1	DMD_BMD
28.0916	28.2261	28.0226	28.4161	26.6255	27.4922	27.9098	28.1546	27.117	27.5797	27.19	26.3733	27.1232	+	1.6756	0.0089918	XP_020931181.1;XP_020931177.1;XP_020931178.1;XP_020931180.1;XP_020931179.1	BMD_DMD
29.6759	30.7283	30.633	30.0343	27.846	29.0511	29.5624	29.4505	29.7017	30.4804	29.5735	29.6364	31.0781	+	1.44601	0.015031	XP_020931400.1	
25.4462	26.0076	26.4405	25.9782	26.163	26.1421	25.4495	25.0299	25.734	26.8478	25.0721	26.57	26.7244	+	1.17698	0.0298864	XP_020931439.1;XP_020931438.1;XP_020931437.1;XP_020931436.1;XP_020931435.1;XP_020931434.1	
37.2625	37.1018	37.1025	37.0034	37.4578	37.3134	37.081	37.0199	36.8827	36.8185	37.2717	37.0471	36.8676	+	1.75428	0.00759483	XP_020931560.1;XP_013840810.1;XP_013840809.1;XP_005672986.1;XP_005672984.1;NP_001152779.1	WT_DMD
25.4798	25.5618	25.4164	25.4366	25.7098	25.7011	25.4644	25.3318	25.878	26.0303	25.5071	25.9358	25.9711	+	3.60206	0.000369231	XP_020931811.1	DMD_BMD;DMD_WT
20.6153	21.4182	21.4503	21.0844	25.834	25.3499	25.5905	25.898	26.566	26.9293	22.6724	26.6411	26.6898	+	4.85553	0.0003	XP_020932224.1;NP_001265708.1	WT_BMD;DMD_BMD;DMD_WT
22.1323	22.1268	20.8996	20.3007	20.3249	21.6563	20.7155	21.8548	20.707	24.0289	20.4336	24.4691	24.9062	+	1.5252	0.0126667	XP_020932303.1	DMD_WT
29.2967	29.5932	29.2366	29.6258	28.592	29.243	29.4223	29.3885	28.5941	28.9682	28.5307	27.9115	28.7957	+	1.49614	0.0135019	XP_020932590.1;XP_020932589.1	BMD_DMD
28.1998	28.6236	28.1654	28.7191	26.9082	27.8454	28.3789	28.6262	27.7676	27.8594	27.0641	26.7299	27.2891	+	1.05823	0.0406507	XP_020932660.1;XP_020932659.1;XP_020932658.1;XP_020932657.1;XP_020932656.1;XP_020932655.1;XP_020932653.1;XP_020932652.1;XP_020932661.1	
26.4502	26.5932	26.2019	26.2702	25.5031	25.9393	26.1426	26.6123	25.5143	25.8224	25.3002	24.8512	25.3287	+	1.70612	0.0084557	XP_020932991.1;NP_001038040.1	BMD_DMD
31.0291	30.8904	30.9786	30.8322	31.4364	31.0795	31.2887	31.1725	31.2237	31.6246	31.4538	31.7983	31.5479	+	2.73464	0.00113699	XP_020933437.1;XP_003129826.2;XP_005656114.2	WT_BMD;DMD_BMD
20.4162	19.8518	21.018	21.5992	22.6615	20.8376	23.6111	24.9199	22.5405	24.6382	24.8875	24.7288	25.2041	+	2.05346	0.00436456	XP_020933514.1;NP_001231487.1	WT_BMD;DMD_BMD
22.1693	20.799	22.7528	21.8318	21.1061	22.6329	21.7974	23.1698	24.4918	24.9568	21.7447	21.3473	26.0526	+	1.286	0.0226351	XP_020933696.1;XP_020933695.1	
28.8462	29.1933	28.9752	29.1483	28.0104	28.5863	28.8167	29.0784	28.1382	28.5856	28.4259	27.856	28.3259	+	1.82371	0.00672686	XP_020934722.1;XP_020934720.1;XP_020934718.1;XP_020934717.1;XP_003134939.5;XP_020934725.1;XP_020934723.1;XP_020934721.1;XP_020934719.1;XP_020928655.1	BMD_DMD
26.1323	26.4604	26.0362	26.5062	25.6441	26.0514	26.4598	26.463	25.6906	25.7354	25.5466	25.198	25.4155	+	1.64259	0.00972233	XP_020934876.1	BMD_DMD
21.9772	22.8083	22.636	22.0647	21.5677	21.8941	23.4377	21.5511	24.0577	23.7534	20.9914	23.5617	23.9886	+	2.50674	0.0018567	XP_020936002.1;XP_020936005.1;XP_013841434.1;XP_020936007.1;XP_020936010.1;XP_020936008.1;XP_020936009.1;XP_020936004.1;XP_020936003.1;XP_020936006.1;XP_020949007.1;XP_020949006.1;NP_001230143.1;XP_020941768.1;XP_005657901.1;XP_013846399.1;XP_013846397.1;XP_003135263.2;XP_020939138.1;XP_020932408.1;XP_020939379.1;XP_020939380.1;XP_020952383.1;XP_020932426.1;XP_020932425.1;XP_020932423.1;XP_013846398.1;XP_020939139.1;XP_013840288.2;XP_020932422.1;XP_020932409.1;XP_020932410.1;XP_020932411.1;XP_020932412.1;XP_020932413.1;XP_020932415.1;XP_020939141.1;XP_020932416.1;XP_020932417.1;XP_020932418.1;XP_020932419.1;XP_020932420.1;XP_020932421.1;XP_020939149.1;XP_020939142.1;XP_020939143.1;XP_013842929.2;XP_020935567.1;XP_020939140.1;XP_020939157.1;XP_020939151.1;XP_020939152.1;XP_020939153.1;XP_020939155.1;XP_020939154.1;XP_020939156.1;XP_020939158.1;XP_020939159.1;XP_020920539.1;XP_020920540.1;XP_003130803.2;XP_005668187.2;XP_020939150.1;XP_020939148.1;XP_020932424.1;XP_020939147.1;XP_020939145.1;XP_020939146.1;XP_020939144.1;XP_020932407.1	DMD_WT;DMD_BMD
28.8222	28.4858	28.5224	28.0305	28.8644	28.6507	27.8916	27.8743	27.1886	27.4201	28.6826	27.7163	27.2799	+	2.4727	0.00198176	XP_020936354.1;XP_020936353.1;XP_020936352.1;XP_020936351.1;XP_020936350.1;XP_020936358.1;XP_020936357.1;XP_020936356.1;XP_020936355.1	WT_DMD;BMD_DMD
20.7821	26.0026	26.2791	22.9735	22.098	22.8221	26.0943	25.6825	26.794	26.7493	20.2497	26.335	29.655	+	1.21783	0.027135	XP_020936397.1;XP_020936396.1;XP_020936395.1;XP_020936394.1;XP_020936393.1;XP_020936392.1;XP_020936390.1;XP_020936389.1;XP_020936388.1;XP_020936387.1;XP_020936386.1;XP_020936385.1;XP_020936384.1;XP_020936383.1;XP_020936382.1;XP_020936398.1	
21.687	20.3406	21.7942	20.7438	22.258	23.9242	25.9616	26.5345	26.7879	27.3227	21.6832	26.9175	26.7401	+	3.16793	0.000578313	XP_020936478.1;NP_999174.1;CON__Q2UVX4	WT_BMD;DMD_BMD;DMD_WT
21.1453	21.0089	21.0857	21.9491	21.373	20.5455	21.4002	20.7788	24.3748	24.8092	21.4592	24.959	25.0899	+	6.91	0.00025	XP_020937147.1;XP_020937146.1;XP_020937145.1;XP_020937148.1	DMD_WT;DMD_BMD
28.3167	28.0704	28.3078	28.2084	28.9245	28.8617	28.3245	28.1611	28.5991	28.5449	28.5682	28.3735	28.5905	+	0.988037	0.0489538	XP_020937155.1;XP_020937156.1	
23.8433	21.6044	23.5715	24.7628	23.4579	24.6843	24.5985	23.9907	27.5016	27.6266	24.1859	27.7734	27.4183	+	4.29645	0.000264901	XP_020937243.1	DMD_BMD;DMD_WT
20.2623	23.4317	21.3982	22.096	22.2754	21.7761	20.9869	23.8939	24.8354	24.8547	20.8012	24.3515	25.3943	+	2.42486	0.00230448	XP_020937308.1;XP_020937307.1	DMD_BMD;DMD_WT
35.2362	34.87	34.7848	34.3143	35.4416	35.1425	34.5894	34.5616	34.0903	34.0593	35.1657	34.5068	34.1605	+	1.73065	0.00798298	XP_020937318.1;XP_020937314.1;XP_020937310.1;XP_013849955.2;NP_001165834.1;XP_020933349.1;XP_020933342.1;XP_020933337.1;NP_001182704.1	WT_DMD
20.9918	24.2094	21.0279	21.2763	24.2176	21.9261	21.0271	23.6961	24.1194	24.3605	24.1219	24.2013	24.1812	+	1.1543	0.0316149	XP_020937324.1;XP_020937323.1;XP_020937322.1;XP_020937321.1;XP_020937320.1;XP_020953279.1	
28.4548	28.1186	28.2217	27.9458	28.856	28.7777	28.219	28.2878	28.144	27.4234	28.4902	27.7186	27.3891	+	2.3715	0.00267055	XP_020937987.1;XP_020937986.1;XP_020937983.1;XP_020937979.1;XP_020937974.1	WT_DMD
27.7498	28.6564	28.5734	27.8997	26.1637	26.8439	27.6954	27.1735	27.6156	28.3185	27.6136	27.4975	28.9652	+	1.47393	0.0140994	XP_020938158.1	BMD_WT
26.4179	26.287	26.6165	26.3975	26.7081	26.6189	26.6629	26.7727	27.9912	28.0043	26.4295	28.0642	27.8158	+	7.84487	0	XP_020938202.1;XP_020938201.1;XP_020938200.1;XP_020938199.1;XP_020938198.1	DMD_BMD;DMD_WT
26.5651	26.7908	26.9736	27.1666	27.4619	27.1239	26.9216	26.5902	27.8772	27.985	26.6847	28.1676	27.8328	+	3.50345	0.000425121	XP_020938403.1;XP_020938402.1;XP_020938401.1;XP_005660678.3	DMD_BMD;DMD_WT
22.5852	21.5759	22.4362	21.5448	20.6395	21.0892	24.3842	21.8688	24.9484	25.1103	24.5022	25.2577	24.8287	+	1.97084	0.00500971	XP_020938494.1;XP_020938498.1;XP_020938495.1;XP_020938496.1;XP_020938501.1;XP_020938500.1;XP_020938499.1;XP_020938497.1;XP_020938505.1;XP_020938506.1;XP_020938502.1;XP_020938503.1;XP_020938504.1;XP_020943136.1;XP_020943137.1;XP_020943135.1;XP_020943133.1;XP_020943132.1;XP_020943131.1;XP_020943130.1;XP_020943129.1;XP_020943128.1;XP_020943134.1	DMD_BMD;DMD_WT
25.6273	25.7763	25.8527	25.594	25.9151	25.7869	25.8535	26.1483	27.1535	26.9698	25.9062	27.3117	27.4846	+	6.70383	0.000222222	XP_020938530.1;XP_020943317.1	DMD_BMD;DMD_WT
25.9541	25.9046	26.328	26.582	25.4495	25.7081	26.069	25.9396	25.9703	25.3126	25.2832	25.6881	24.8987	+	1.27644	0.0232593	XP_020938694.1	BMD_DMD
30.6549	30.4497	30.6145	30.5739	30.7513	30.6413	30.5235	30.5159	30.8315	30.758	30.601	30.8992	30.7433	+	2.177	0.00368478	XP_020939011.1;XP_020939010.1;XP_020939030.1;XP_020939029.1;XP_020939009.1;XP_020939012.1;XP_020939021.1;XP_020939008.1;XP_020939007.1;XP_020939006.1;XP_020939019.1;XP_020939003.1;XP_020939018.1;XP_020939025.1;XP_020939026.1;XP_020939027.1;XP_020939005.1;XP_020939004.1;XP_020939017.1;XP_020939022.1;XP_020939015.1;XP_020939020.1;XP_020939028.1;XP_020939014.1;XP_020939016.1;XP_020939013.1;XP_020939037.1;XP_020939038.1;XP_020939036.1	DMD_BMD;DMD_WT
21.0389	20.8325	22.7	21.6696	20.8502	21.3634	20.4941	20.7588	23.5913	24.1426	21.265	22.1501	24.7048	+	2.86914	0.000863309	XP_020939442.1	DMD_WT;DMD_BMD
20.53	20.5239	20.9711	20.7026	19.3234	20.2414	21.3439	21.4686	24.3936	24.4059	20.9332	24.2693	24.7068	+	5.50472	0.000418605	XP_020939457.1;XP_020939456.1;XP_020939455.1;XP_020939454.1;XP_020939453.1;XP_020939452.1	DMD_WT;DMD_BMD
21.1739	21.1637	20.9011	21.9532	21.7648	21.4908	21.5075	21.0522	23.8866	23.3852	21.9039	23.8637	23.6582	+	5.54771	0.000439024	XP_020939646.1;XP_020939644.1	DMD_BMD;DMD_WT
26.5709	26.7223	27.0359	26.9346	27.0006	26.8708	26.9395	26.8019	26.4724	26.2366	26.3225	26.0393	26.2504	+	2.09553	0.00414621	XP_020939716.1;XP_020939715.1;XP_020939714.1;XP_020939713.1;XP_020939717.1	WT_DMD;BMD_DMD
27.3489	27.5749	27.2746	26.9294	27.7251	28.0661	27.1916	27.0935	26.771	26.0864	27.9285	26.6702	26.8439	+	2.17664	0.0036748	XP_020940040.1;XP_020940037.1;XP_020940046.1;XP_020940045.1;XP_020940044.1;XP_020940043.1;XP_020940042.1;XP_020940049.1;XP_020940048.1	WT_DMD
30.0707	29.6753	29.8332	29.2658	30.3841	30.3043	29.5591	29.4563	29.0802	28.5935	30.3476	29.2848	29.3035	+	1.83659	0.00664237	XP_020940050.1	WT_DMD
25.9315	26.2055	25.6777	26.2278	25.7669	26.5136	25.9539	25.9714	21.8089	24.6198	26.1226	21.0105	24.647	+	2.55907	0.00175641	XP_020940122.1	BMD_DMD;WT_DMD
21.4978	22.1469	21.5482	20.6114	20.623	20.5035	20.3775	21.0927	27.2847	27.0146	21.2188	26.2175	26.8016	+	8.02251	0	XP_020940149.1;CON__ENSEMBL:ENSBTAP00000006074;XP_003123575.2	DMD_WT;DMD_BMD
22.025	21.3316	21.4508	21.5451	21.096	21.7804	18.6335	20.5557	24.5953	24.6445	19.9817	21.6584	24.3873	+	2.48158	0.00198165	XP_020940420.1	DMD_WT;DMD_BMD
23.5873	24.4109	21.0179	20.5825	19.9416	20.4104	23.9585	21.4118	25.874	26.9242	19.3095	25.498	27.9925	+	2.78283	0.00099654	XP_020940443.1	DMD_WT;DMD_BMD
25.0223	24.9805	20.1362	21.0785	25.2551	21.3637	25.6105	25.6233	25.7544	25.9474	25.8335	26.4823	26.6893	+	1.12094	0.034367	XP_020940687.1;XP_020940686.1;XP_020940685.1	
34.9285	34.5741	34.9302	34.4166	33.9886	34.5688	34.548	34.411	33.6323	34.0705	34.9057	33.559	34.2248	+	2.0678	0.00427763	XP_020941340.1;NP_001191322.2	WT_DMD;BMD_DMD
27.8315	27.7205	27.6555	27.7421	27.7363	27.7034	27.4975	27.4444	27.7682	27.7596	27.5471	27.6828	27.6657	+	1.15606	0.0315757	XP_020941497.1;XP_020941496.1;XP_020941495.1;XP_020941494.1	
27.4981	27.558	27.4096	27.7694	26.604	27.281	27.5516	27.6733	27.0235	26.8804	26.868	26.4601	26.5667	+	1.7608	0.00754978	XP_020942022.1	BMD_DMD
21.3042	20.895	20.8443	21.3874	21.7521	20.8872	21.0431	20.4383	28.7752	29.1835	22.6885	28.572	28.755	+	8.31889	0	XP_020942084.1;XP_020942083.1	DMD_BMD;DMD_WT
22.2014	20.9425	20.6509	21.4327	20.543	21.2027	21.2732	18.6812	24.417	24.5243	22.1815	24.8108	25.0127	+	3.70632	0.000320856	XP_020942250.1;XP_020942248.1;XP_013841597.1;XP_003135149.3	DMD_WT;DMD_BMD
20.5751	21.943	22.3533	19.8231	21.1922	21.9252	21.7301	21.1089	24.6498	21.0766	22.4917	24.079	24.2074	+	1.39509	0.0170391	XP_020942313.1;XP_020942317.1;XP_020942316.1;XP_020942315.1;XP_020942314.1	DMD_BMD
30.6875	30.5543	30.6578	30.7569	30.8116	30.8385	30.7958	30.804	30.9395	30.9703	30.6427	30.9253	30.9549	+	3.26791	0.000540084	XP_020942363.1;XP_020942362.1;XP_020942361.1;XP_013848158.1;XP_020942364.1;XP_005653093.1;XP_020942367.1;XP_020942366.1;XP_020942365.1	DMD_BMD;DMD_WT
24.7377	24.5628	24.5724	24.6415	23.9808	24.4839	25.0117	25.0426	25.2019	25.4997	24.628	25.3284	25.5803	+	2.32346	0.00292571	XP_020942455.1	DMD_BMD;DMD_WT
26.9229	27.0887	27.0293	27.4165	26.0616	26.3121	27.0422	27.175	26.5402	26.731	25.9444	26.1044	26.2559	+	1.17959	0.0296619	XP_020942457.1	
24.2495	24.5908	24.6941	24.4825	25.1116	24.7521	24.7348	24.7927	24.6509	24.8627	25.0621	25.2374	24.9444	+	1.5843	0.0108516	XP_020943085.1	WT_BMD;DMD_BMD
24.3097	20.9634	23.9309	22.7757	23.943	24.8486	20.3611	21.801	25.5405	25.277	21.7516	26.0144	25.3699	+	1.60808	0.0103195	XP_020943481.1	DMD_WT
20.8218	21.279	24.8493	20.3112	24.7377	19.6054	21.8247	24.6078	25.671	25.7828	24.6974	26.3125	27.0968	+	1.68144	0.00888066	XP_020943521.1	DMD_BMD
19.2667	22.3271	21.0062	21.5734	21.2833	20.5713	21.831	21.3648	23.9527	24.0825	21.661	24.2808	24.1395	+	3.43962	0.000425926	XP_020943699.1;XP_020943698.1	DMD_BMD;DMD_WT
21.6937	21.1884	21.8849	21.5449	21.1586	22.4905	21.4529	21.6536	25.9898	26.04	22.8062	25.5122	27.4235	+	5.73864	0.000298507	XP_020943882.1;XP_020943881.1;XP_020943880.1;XP_020943879.1;XP_020943878.1;XP_020943877.1;XP_020943883.1	DMD_BMD;DMD_WT
20.5587	22.5935	21.3589	20.8025	20.8555	22.6201	22.3475	20.4218	23.8509	24.1546	18.697	24.0812	23.8765	+	2.2373	0.00332222	XP_020944172.1;XP_020944174.1;NP_001231391.1	DMD_WT;DMD_BMD
21.0289	20.8477	21.2098	21.1333	22.5044	20.7853	23.9823	21.8963	24.1357	24.2368	22.3991	24.1093	24.5282	+	3.39141	0.00045045	XP_020944376.1;NP_999414.1	DMD_BMD;DMD_WT
25.714	25.6868	25.4393	25.5261	25.677	25.1828	25.2847	24.9171	20.7869	20.7078	25.2674	20.5241	22.8003	+	5.73391	0.000294118	XP_020944640.1	WT_DMD;BMD_DMD
19.8813	20.777	22.7572	22.1152	20.1971	21.3635	21.5766	21.9026	24.2035	24.11	21.9269	24.6077	24.4323	+	3.18894	0.000555102	XP_020944686.1	DMD_BMD;DMD_WT
22.8141	21.4304	21.2556	20.7455	21.2484	20.6055	24.6711	21.5217	24.6744	25.2297	25.0547	24.8566	25.2943	+	1.77753	0.0072967	XP_020945342.1;XP_020945338.1;XP_020945335.1;XP_020945352.1;XP_020945329.1;XP_020945361.1;XP_020945349.1	DMD_BMD
24.2958	24.2076	24.7185	25.3476	24.9275	25.6134	25.7953	26.0342	27.1724	26.9263	24.337	26.7709	27.738	+	3.54392	0.000433498	XP_020945400.1;XP_020945399.1;XP_020945398.1	DMD_BMD;DMD_WT
26.3565	26.3706	26.113	27.0679	24.5944	20.2908	25.3042	25.1223	31.1014	30.9181	21.868	30.9448	30.0077	+	4.09201	0.000317073	XP_020945467.1;XP_020945466.1	BMD_WT;DMD_WT;DMD_BMD
20.4791	24.9951	24.7604	25.4806	24.5542	20.9431	25.1955	23.9987	28.097	28.7491	24.1091	28.2994	28.5378	+	2.48785	0.00195692	XP_020945654.1	DMD_WT;DMD_BMD
30.9518	30.8476	30.7949	31.0279	31.1339	30.9996	31.063	31.1617	31.4793	31.3243	30.8258	31.2758	31.1812	+	2.6154	0.00160261	XP_020946026.1;XP_020946027.1;XP_020946028.1;XP_020946029.1;XP_020946033.1;XP_020946030.1;XP_020946031.1;XP_020946032.1;XP_020946022.1;XP_020946023.1;XP_020946024.1;XP_020946036.1;XP_020946038.1;XP_020946052.1;XP_020946034.1;XP_020946040.1;XP_020946041.1;XP_020946035.1;XP_020946044.1;XP_020946037.1;XP_020946045.1;XP_020946046.1;XP_020946048.1;XP_020946049.1;XP_020946050.1;XP_020946051.1;XP_020946039.1;XP_020946053.1	DMD_BMD;DMD_WT
27.133	26.9999	27.1011	27.056	27.5539	27.5904	27.1578	27.4871	28.3903	28.1956	27.3111	28.1804	28.2197	+	6.30146	0.000347826	XP_020946118.1;XP_020946119.1;XP_020946117.1	WT_BMD;DMD_BMD;DMD_WT
22.8625	21.332	20.7614	22.6144	20.0076	21.9457	21.4662	22.423	24.5296	24.2864	20.4822	24.5017	21.109	+	1.29977	0.0217317	XP_020946445.1;XP_020946444.1	DMD_WT
22.0068	20.895	21.3867	20.9124	21.2541	21.1143	21.6028	21.6463	25.7128	25.8864	21.145	25.6845	26.3002	+	8.25158	0	XP_020947146.1;XP_020922421.1;XP_020922420.1;XP_020922419.1;XP_020922417.1	DMD_BMD;DMD_WT
24.4209	25.9006	25.4381	24.9989	20.576	24.7115	25.9036	26.2723	28.1716	28.6536	25.2686	27.2923	29.3557	+	1.94229	0.00530456	XP_020947197.1	DMD_WT;DMD_BMD
25.9914	25.655	25.8608	26.2973	26.4105	20.5473	25.729	26.0381	21.2971	21.348	26.185	25.7716	21.5308	+	1.09222	0.0373152	XP_020947410.1	
25.9824	25.7474	25.8159	25.9672	26.2854	26.141	25.9345	26.1783	26.6832	26.8743	26.3061	27.0153	27.2787	+	4.78316	0.000285714	XP_020947462.1;XP_020947461.1;XP_020947460.1;XP_020947463.1;XP_005663951.1;XP_005663950.1;XP_001929467.3	DMD_BMD;DMD_WT
21.2151	21.3369	21.7013	21.9115	24.0993	20.6692	22.107	21.5351	24.7379	24.9311	20.7516	24.8768	24.9558	+	3.23554	0.000545455	XP_020947540.1;XP_020947539.1;XP_020947538.1	DMD_BMD;DMD_WT
21.0911	20.7196	22.2132	22.4966	21.3999	22.4554	21.6152	24.7498	26.726	26.3663	21.8353	25.5568	25.5262	+	3.58363	0.000406091	XP_020948034.1	DMD_BMD;DMD_WT
25.2238	25.2193	24.1455	21.6477	24.9987	25.6758	21.7859	25.084	27.0623	26.9711	21.6181	27.2315	26.6802	+	1.58588	0.010865	XP_020949157.1;XP_020949156.1;XP_020949154.1;XP_020949153.1;NP_999055.1	DMD_WT
33.7661	33.4012	33.289	32.8938	34.0242	33.8777	33.1384	32.8986	32.865	32.8142	33.515	32.9756	32.5761	+	1.27102	0.023505	XP_020949232.1	
28.6138	28.8724	28.5046	28.9816	27.3939	28.432	28.7049	28.8723	27.7677	28.1293	27.3679	27.0096	27.7229	+	1.29516	0.022061	XP_020949365.1;XP_020949364.1	BMD_DMD
20.7898	22.2071	22.3676	20.9332	21.054	20.7176	20.3299	21.6728	24.4767	24.2505	22.696	24.8636	24.5289	+	3.79941	0.000337079	XP_020949450.1	DMD_WT;DMD_BMD
22.429	24.6038	21.5133	21.2484	20.712	21.7378	20.9496	22.1807	26.4458	25.78	20.5688	26.1194	26.2527	+	4.27658	0.000258065	XP_020949539.1	DMD_WT;DMD_BMD
20.1353	20.5244	22.3845	20.8749	21.7125	22.3351	22.4443	21.6852	23.9134	23.7747	21.0657	23.0024	23.6069	+	3.02382	0.00070229	XP_020949688.1;XP_020949687.1;XP_020949686.1;XP_020949685.1;XP_020949683.1;XP_001927011.3;XP_013838686.2;XP_013838680.2;XP_005654299.3;XP_005663022.1	DMD_BMD;DMD_WT
21.4786	22.2434	19.5114	22.2951	21.0064	21.4684	20.2591	21.8572	24.4203	24.4451	21.4301	24.4293	24.5502	+	3.60677	0.000371134	XP_020949905.1	DMD_WT;DMD_BMD
