Significant	-Log(P-value)	Difference	Protein_IDs	Symbol color	Symbol type	Symbol size	Show label	LFQ.intensity.12902	LFQ.intensity.12904	LFQ.intensity.12905	LFQ.intensity.13136	LFQ.intensity.13138	LFQ.intensity.13152	LFQ.intensity.13155	LFQ.intensity.13186	LFQ.intensity.13234
	0.899979381457719	1.75320558547974	NP_001026958.1;NP_001231804.1	Color2 [DarkGray]	1	4		20.5328330993652	24.0203876495361	20.8070602416992	24.1429710388184	24.3759708404541	24.8598442077637	24.5746173858643	24.2353496551514	24.8039531707764
+	5.33844345803945	3.52112398147583	NP_001026964.1	Color2 [DarkGray]	1	4		20.882984161377	21.5210208892822	20.7926425933838	21.7291049957275	24.5853157043457	24.3851528167725	21.0272655487061	24.5436859130859	25.3327560424805
	0.516256814370597	-0.26432018280029	NP_001027530.1	Color2 [DarkGray]	1	4		32.855640411377	32.5452880859375	31.9240818023682	31.8784027099609	32.0984840393066	32.0207214355469	32.7149353027344	32.3263244628906	32.031867980957
+	8.24318197882743	3.78567276000977	NP_001027548.1	Color2 [DarkGray]	1	4		20.4409370422363	20.6098937988281	20.5292205810547	20.8481197357178	24.4164161682129	24.1798763275146	20.7593250274658	24.5604591369629	24.5359363555908
+	1.63006015782552	2.91544303894043	XP_020935226.1;NP_001028181.1	Color2 [DarkGray]	1	4		24.5288619995117	20.6335887908936	24.4279022216797	20.8710308074951	25.1006107330322	25.3407211303711	21.0990772247314	25.4416122436523	25.0271968841553
+	4.87665830791723	1.00155334472656	NP_001032223.1;XP_020933343.1	Color2 [DarkGray]	1	4		26.3378505706787	26.150369644165	26.1363353729248	26.1642284393311	27.0810108184814	27.190559387207	26.4320678710938	27.28542137146	27.4259033203125
	1.08620864025783	-0.500629615783694	NP_001032228.1	Color2 [DarkGray]	1	4		34.3455924987793	33.9497680664063	33.5002365112305	33.3412246704102	33.3989181518555	33.1106834411621	34.1932945251465	33.7028503417969	33.2491226196289
+	3.28951537696478	5.2147234916687	NP_001032810.1	Color2 [DarkGray]	1	4		20.629337310791	20.6185665130615	23.2124805450439	24.1071739196777	27.2224159240723	27.1222820281982	20.6701583862305	27.2117824554443	26.6925868988037
	0.744996445368563	0.395998668670654	NP_001033089.1;XP_020932989.1;XP_020932988.1	Color2 [DarkGray]	1	4		28.5581531524658	28.1857471466064	27.5732593536377	27.2931613922119	28.3592586517334	28.0475482940674	27.8206157684326	28.4843521118164	28.237585067749
	0.467849676413046	0.258141613006593	NP_001034835.1	Color2 [DarkGray]	1	4		27.0035667419434	26.9715843200684	27.6590805053711	27.8877410888672	27.640100479126	27.4999046325684	26.9122791290283	27.237720489502	27.8022422790527
+	1.51867583133856	-0.636702346801755	NP_001037992.1	Color2 [DarkGray]	1	4		35.6214294433594	35.3434753417969	34.7612419128418	34.6359062194824	34.4889717102051	34.3986663818359	35.4907073974609	34.7550849914551	34.49267578125
+	2.90751461304788	3.47844409942627	NP_001038000.1;XP_005663527.1	Color2 [DarkGray]	1	4		21.3423843383789	20.3440914154053	20.8632411956787	20.8565063476563	22.1386241912842	25.1232891082764	20.8529624938965	25.1323394775391	24.926872253418
	1.16701337457157	0.443809032440186	NP_001038006.1;XP_013839744.1;XP_020930378.1	Color2 [DarkGray]	1	4		24.4620761871338	25.2089576721191	25.427806854248	25.0528335571289	25.4953670501709	25.5791130065918	24.8392276763916	25.5404968261719	25.1529808044434
	0.828922473508089	2.03674421310425	NP_001038007.1	Color2 [DarkGray]	1	4		22.1015033721924	20.6921272277832	20.4415588378906	24.1925735473633	25.4621067047119	21.6781978607178	24.4521789550781	25.5615367889404	24.949089050293
+	1.27836867298761	1.94607410430908	NP_001038008.1;XP_003121835.2	Color2 [DarkGray]	1	4		21.1941757202148	24.2853851318359	24.6724414825439	25.0399265289307	25.7579135894775	26.0099868774414	25.1371574401855	26.1019535064697	26.1777114868164
+	6.42332388509042	1.51855869293213	NP_001038009.1;XP_003355423.1;XP_013843702.1;XP_020947258.1	Color2 [DarkGray]	1	4		28.8987083435059	28.7758026123047	28.6853542327881	28.9015312194824	30.251579284668	30.2289428710938	28.9566802978516	30.4882659912109	30.479907989502
+	1.33694873018162	-0.807395458221436	XP_020937947.1;NP_001038016.1;XP_020930710.1;XP_020930647.1;XP_020930609.1;XP_020930555.1;XP_013848534.1;XP_005659733.1;XP_005659732.1;XP_003121596.1;NP_001302567.1;XP_020930835.1	Color2 [DarkGray]	1	4		30.9749374389648	31.397798538208	31.5253791809082	32.1635398864746	30.8415374755859	30.9196853637695	30.73996925354	30.4379749298096	30.0125198364258
	0.49196142032634	1.37646932601929	NP_001038019.1	Color2 [DarkGray]	1	4		20.8543033599854	20.2527523040771	24.4005432128906	20.5911121368408	23.9253330230713	24.3691291809082	21.5448303222656	19.6021366119385	23.7241115570068
+	3.34153848414391	3.15285787582398	XP_020944412.1;XP_020944411.1;NP_001038022.1	Color2 [DarkGray]	1	4		24.5685405731201	23.9709701538086	24.52294921875	24.7684020996094	26.7932758331299	27.8334007263184	25.9074287414551	28.7131252288818	28.2622623443604
+	1.5722579296366	3.35010175704956	XP_020951792.1;XP_013854702.1;XP_003127889.1;NP_001231180.1;NP_001038037.3	Color2 [DarkGray]	1	4		20.5148868560791	20.440013885498	25.0580863952637	25.2151565551758	26.1991596221924	25.9997444152832	22.2814025878906	25.5573062896729	26.4518337249756
	0.444804634069342	1.45148439407349	NP_001038058.1;XP_020956179.1;XP_020956177.1	Color2 [DarkGray]	1	4		24.7407264709473	26.2824020385742	28.2696361541748	28.2011165618896	28.0657901763916	27.3489990234375	21.4010238647461	27.1348667144775	26.3722057342529
+	1.11518141503403	1.99234714508056	XP_020957928.1;XP_020957927.1;XP_020957926.1;NP_001038066.1	Color2 [DarkGray]	1	4		20.5776710510254	24.1029357910156	24.1021347045898	24.9621696472168	25.4141578674316	26.0184803009033	25.0862255096436	25.2566661834717	26.3449935913086
	0.47137184441334	-0.391509723663329	NP_001038071.1	Color2 [DarkGray]	1	4		27.5159301757813	28.1350631713867	28.762939453125	28.8473873138428	27.9764003753662	28.0367965698242	27.3691120147705	27.258358001709	27.6667518615723
	0.55900272455504	-1.45358295440674	XP_020949269.1;XP_020949268.1;NP_001038072.1	Color2 [DarkGray]	1	4		23.3366928100586	25.1012535095215	25.6983489990234	25.8220882415771	25.0705471038818	22.2841453552246	21.0712471008301	21.7144222259521	21.940258026123
+	3.91445267561899	1.90192184448242	NP_001038075.1	Color2 [DarkGray]	1	4		26.1882953643799	26.3044338226318	26.1566696166992	26.8812198638916	28.1333503723145	28.0126533508301	25.559700012207	27.9914531707764	28.3424854278564
	0.00549549259082947	-0.00413618087768697	NP_001038076.1	Color2 [DarkGray]	1	4		27.7474632263184	28.2023773193359	27.386402130127	27.1628856658936	27.6977005004883	27.9420680999756	27.3850860595703	27.1541213989258	27.4969367980957
+	4.34596682690934	1.53349523544312	NP_001038077.1;CON__ENSEMBL:ENSBTAP00000025008	Color2 [DarkGray]	1	4		26.8190937042236	26.3566074371338	26.5998859405518	27.0003471374512	27.9863624572754	28.3981552124023	27.0195617675781	28.2998561859131	28.4860038757324
+	7.26679170044947	3.90350151062012	XP_020932993.1;XP_020932992.1;XP_005672893.1;NP_001038078.1	Color2 [DarkGray]	1	4		21.401439666748	21.1487483978271	20.6212787628174	20.9276332855225	24.7921333312988	24.8686771392822	20.7419128417969	24.9645519256592	24.8614540100098
+	0.953783968645365	-2.33315296173096	XP_020957938.1;XP_020957937.1;XP_020957936.1;XP_020957935.1;XP_020957933.1;XP_020957932.1;XP_005667751.1;XP_005667750.1;XP_005667749.1;XP_005667748.1;NP_001038087.1;XP_020919149.1;XP_020919148.1	Color2 [DarkGray]	1	4		24.0712013244629	24.6547985076904	24.7393360137939	20.5027942657471	19.4952716827393	19.7086162567139	23.8970756530762	21.772985458374	23.9826793670654
+	5.37085937196106	3.80250177383423	NP_001041537.1;NP_001138693.1;XP_020924286.1	Color2 [DarkGray]	1	4		20.8715400695801	21.9032783508301	21.3014736175537	20.6838607788086	25.0737361907959	24.7389240264893	20.8028316497803	24.5168914794922	25.3308429718018
+	1.32124934312419	2.25306339263916	NP_001041538.1	Color2 [DarkGray]	1	4		20.9140644073486	24.4957027435303	24.4118328094482	21.3691482543945	25.1462383270264	25.6095275878906	24.4873847961426	25.0238189697266	25.7751750946045
+	3.29263363238916	0.813988876342773	NP_001070681.1	Color2 [DarkGray]	1	4		26.791166305542	26.6409969329834	26.62477684021	26.2771415710449	27.3858261108398	27.0976810455322	26.5447311401367	27.4739818572998	27.6015167236328
+	4.58594850783012	1.42110719680786	XP_005663912.1;NP_001070686.1;XP_005663911.1	Color2 [DarkGray]	1	4		24.0997295379639	24.5435085296631	24.3496227264404	24.4614524841309	25.8162403106689	25.7069091796875	24.1785850524902	25.4278392791748	26.039758682251
+	3.48171626685944	3.23701763153076	XP_020921924.1;XP_020921923.1;NP_001072130.1;CON__Q95121	Color2 [DarkGray]	1	4		21.67751121521	21.0014362335205	22.0256195068359	22.0987148284912	25.0664463043213	25.4812984466553	23.4799022674561	24.8295345306396	25.7973384857178
	0.0185921341529294	-0.0104780197143555	NP_001072131.1	Color2 [DarkGray]	1	4		30.2905502319336	30.0187664031982	29.6644134521484	29.5279445648193	29.9815540313721	29.6524276733398	29.8944206237793	30.1967144012451	29.6442680358887
	0.74910115536733	1.67080039978027	XP_005661779.2;NP_001072141.1	Color2 [DarkGray]	1	4		20.6993389129639	24.9091682434082	24.8193378448486	25.4624824523926	24.7424221038818	25.0415134429932	21.6021327972412	25.5351657867432	25.3580684661865
+	2.32957885896694	0.561087703704835	XP_020954051.1;XP_020954050.1;XP_020954049.1;XP_020954048.1;XP_020954047.1;XP_020954045.1;NP_001072151.1;XP_020954044.1;XP_020954043.1;XP_020954042.1;XP_020954041.1;XP_020954040.1;XP_020954053.1;XP_020954052.1;XP_020954054.1	Color2 [DarkGray]	1	4		26.6263103485107	26.665599822998	26.7466316223145	26.7570991516113	27.4193286895752	27.4113483428955	26.696439743042	27.4076271057129	26.799711227417
+	1.95601630523701	0.785756492614745	NP_001072155.1	Color2 [DarkGray]	1	4		27.7725353240967	27.5444374084473	27.8233528137207	28.3823680877686	28.8088836669922	28.3364963531494	27.361686706543	28.7889270782471	28.3162231445313
+	5.11615984769464	2.9023551940918	XP_005654459.1;NP_001090887.1	Color2 [DarkGray]	1	4		26.2944068908691	26.387882232666	26.9461479187012	26.8143329620361	29.1285877227783	29.5795669555664	27.0640430450439	29.586311340332	30.1204051971436
+	2.15631179174525	3.81963653564453	NP_001090896.1;XP_020953509.1;XP_020953508.1;XP_020953531.1;XP_020953533.1;XP_020953534.1;NP_001090900.1;NP_001233171.1;XP_020954097.1;NP_001107176.1;NP_998933.1;XP_020953536.1;XP_013833074.2;XP_020953535.1;XP_013833071.1;XP_013833080.2;XP_005665845.2;NP_001107175.1;XP_020953941.1	Color2 [DarkGray]	1	4		20.0594253540039	20.6636199951172	21.1600933074951	21.2267093658447	24.7876586914063	21.7920989990234	21.0879726409912	24.79931640625	27.2577285766602
+	1.78301222744294	2.39142551422119	NP_001090923.1	Color2 [DarkGray]	1	4		21.7751903533936	20.3262557983398	20.835880279541	20.9000682830811	24.0510902404785	24.2137126922607	21.1292343139648	20.9502468109131	24.3239555358887
	0.702905460114865	-0.217026233673096	NP_001090924.1	Color2 [DarkGray]	1	4		28.6103096008301	28.4278240203857	28.0892181396484	27.8890190124512	27.9733924865723	28.0245361328125	28.3497581481934	28.2215881347656	28.0052814483643
+	6.60283699803769	6.29783067703247	XP_020927423.1;XP_020927422.1;XP_013845747.1;XP_005657324.1;XP_005657323.1;NP_001090927.1;XP_005657322.3;XP_020927424.1	Color2 [DarkGray]	1	4		20.4195041656494	20.3886585235596	20.5121021270752	20.5738658905029	26.8525772094727	27.0623970031738	21.8700046539307	27.2366275787354	27.0510292053223
	0.159310720575014	0.515172290802003	NP_001090932.1	Color2 [DarkGray]	1	4		21.2748737335205	23.1309967041016	24.9317932128906	25.0412635803223	24.2942485809326	24.7404689788818	20.9208850860596	20.971643447876	24.2941780090332
	0.0717189574991428	-0.366042041778563	NP_001090937.1;XP_013835180.1	Color2 [DarkGray]	1	4		25.8058986663818	26.1141014099121	26.8178749084473	27.2265567779541	26.1872959136963	26.3160667419434	20.2999801635742	20.9580783843994	26.0859203338623
	0.550996491384647	-1.33250465393066	NP_001090942.2;XP_013852024.1;XP_005669185.1	Color2 [DarkGray]	1	4		26.6011619567871	27.0121192932129	27.0890159606934	26.4003963470459	21.6336193084717	27.3836040496826	26.2980823516846	25.7369384765625	26.6364402770996
	0.2701135449574	-0.211212444305421	NP_001090944.2	Color2 [DarkGray]	1	4		25.4394264221191	25.7663059234619	26.4861583709717	26.5754108428955	26.0013999938965	26.22265625	25.583194732666	25.3124370574951	25.4990539550781
+	2.32177650141558	2.65470533370972	NP_001090945.1	Color2 [DarkGray]	1	4		20.4938926696777	21.207447052002	20.5719928741455	20.634204864502	21.6929054260254	24.1148166656494	21.9647808074951	24.5073051452637	24.2016487121582
	0.32102653194594	1.07884225845337	XP_020953511.1;NP_001090946.2	Color2 [DarkGray]	1	4		24.4605140686035	20.6807518005371	24.358772277832	24.5185127258301	25.261266708374	24.5826206207275	20.6493625640869	20.7102317810059	25.4955806732178
+	1.14740943292243	1.88772764205932	NP_001090948.1	Color2 [DarkGray]	1	4		22.2226219177246	20.7230186462402	23.2038993835449	24.7040348052979	24.7163867950439	25.0081272125244	24.8620223999023	25.0918846130371	25.3069896697998
+	1.37679250127806	2.02219266891479	XP_003128784.1;NP_001090949.1	Color2 [DarkGray]	1	4		24.1213932037354	24.2883453369141	21.3578090667725	24.570858001709	25.0062446594238	25.2160835266113	21.4793262481689	25.1935501098633	25.3270778656006
+	1.39034163487667	2.36131286621094	NP_001090965.1	Color2 [DarkGray]	1	4		25.3716564178467	24.6632404327393	24.5873775482178	24.5537967681885	26.4665946960449	26.1359634399414	20.7215423583984	26.5293674468994	26.2314167022705
+	3.83698696794594	4.03274631500244	XP_005660031.1;NP_001090970.1	Color2 [DarkGray]	1	4		20.8843421936035	21.4818496704102	20.8523235321045	23.2858180999756	25.4476146697998	25.9130554199219	22.3989219665527	25.9519367218018	25.9409828186035
	0.136488603700823	-0.0922021865844727	NP_001090978.1;NP_001090977.1	Color2 [DarkGray]	1	4		26.6719570159912	25.8608856201172	25.61745262146	25.6505870819092	26.0136966705322	25.641134262085	25.9955463409424	26.2387428283691	25.5747604370117
	0.917613815862444	1.53233404159546	NP_001090990.2	Color2 [DarkGray]	1	4		20.6860046386719	23.6993293762207	20.8928890228271	21.4259052276611	23.7514419555664	23.8064632415771	21.1003932952881	21.0245037078857	23.7905445098877
	0.116365357440339	-0.282789325714113	XP_005666280.1;NP_001092063.1	Color2 [DarkGray]	1	4		20.8625736236572	23.7208805084229	23.0356540679932	20.9166355133057	20.8600158691406	21.8498630523682	23.9055461883545	23.5795745849609	22.5324211120605
+	1.0490670708234	2.21267976760864	NP_001092068.1	Color2 [DarkGray]	1	4		19.906005859375	24.520133972168	24.8760986328125	24.866792678833	25.5574531555176	25.9549121856689	24.7865123748779	25.849573135376	26.6532154083252
	0.168162829946568	-0.21509313583374	NP_001093401.1	Color2 [DarkGray]	1	4		28.2062492370605	28.2347564697266	29.2482357025146	29.3272304534912	28.8785037994385	28.2900447845459	27.2006015777588	28.105396270752	27.6393413543701
+	1.42269340233537	-0.608742332458498	NP_001093402.1	Color2 [DarkGray]	1	4		33.6425895690918	33.2712783813477	32.6653060913086	32.5847930908203	32.6232681274414	32.3725662231445	33.3032073974609	32.5962600708008	32.3466758728027
+	1.59526705228125	2.37624397277832	NP_001093658.1	Color2 [DarkGray]	1	4		24.7863121032715	24.7261924743652	24.4429092407227	24.1701259613037	26.2622890472412	26.1195335388184	20.9079475402832	25.8513622283936	26.4985809326172
	1.46876755455265	0.320798492431642	NP_001093665.1;XP_020923835.1	Color2 [DarkGray]	1	4		27.2597942352295	27.2537670135498	26.8746700286865	26.7279319763184	27.2589874267578	27.3549785614014	27.0288639068604	27.4199714660645	27.3652782440186
+	5.88268948357956	4.13892698287964	XP_020921673.1;NP_001093666.1	Color2 [DarkGray]	1	4		20.2974033355713	20.5095901489258	21.6211624145508	20.9575042724609	25.0090255737305	24.8215770721436	21.0792713165283	25.0550689697266	25.2419815063477
	0.450117845724929	-0.17594757080078	NP_001098421.1;XP_020921683.1;XP_020921939.1	Color2 [DarkGray]	1	4		35.5500679016113	35.614673614502	35.6962051391602	35.8005104064941	35.7881889343262	35.6029167175293	35.2830238342285	35.1008262634277	35.1598625183105
	0.748337155344221	-0.444558715820314	NP_001098423.1	Color2 [DarkGray]	1	4		26.1368637084961	27.020622253418	27.2509689331055	27.0349617004395	26.4252319335938	26.7402114868164	26.4906787872314	25.7465553283691	26.4570426940918
	0.0986608960407044	0.499347782135011	XP_020930354.1;XP_020930353.1;NP_001098759.1	Color2 [DarkGray]	1	4		19.4387245178223	19.8735485076904	24.6505336761475	24.1090869903564	20.8816776275635	24.8490962982178	25.1500015258789	20.6277542114258	26.2163791656494
+	1.51270040137833	2.30826749801636	NP_001098769.1	Color2 [DarkGray]	1	4		23.6212024688721	23.7944164276123	20.6880550384521	21.6912288665771	23.989538192749	24.3341541290283	20.1511173248291	24.7224445343018	24.1437492370605
	0.900566178778488	1.42468395233154	XP_005656621.1;NP_001098774.1;XP_020955925.1;XP_013844865.1;XP_013844866.1	Color2 [DarkGray]	1	4		23.8071517944336	21.5789375305176	23.9628753662109	23.9727230072021	24.1459274291992	23.9992923736572	20.5308876037598	24.3425197601318	24.2930564880371
+	2.54574559358463	1.03747730255127	NP_001103415.1	Color2 [DarkGray]	1	4		24.4201469421387	25.1281757354736	25.1956539154053	24.8740825653076	25.6080341339111	26.0926704406738	24.9792385101318	25.6798686981201	26.4471740722656
+	5.31790974362962	1.56444807052612	XP_020944105.1;XP_020944104.1;XP_020944103.1;XP_020944102.1;XP_020944101.1;XP_020944100.1;XP_020944099.1;XP_020944098.1;XP_013852415.1;XP_005663329.1;NP_001104727.2	Color2 [DarkGray]	1	4		29.0185012817383	28.9814434051514	28.9841632843018	28.7999897003174	30.4234218597412	30.370361328125	28.9350299835205	30.3342609405518	30.90505027771
+	6.0591804024703	5.49340305328369	NP_001106151.1;XP_020923847.1	Color2 [DarkGray]	1	4		20.1503562927246	20.2314491271973	20.0776252746582	20.7511367797852	24.9647274017334	25.7396183013916	19.6977138519287	25.4858818054199	26.510009765625
+	4.52035256519832	3.16886548995972	NP_001106165.1;XP_020932286.1	Color2 [DarkGray]	1	4		21.0381088256836	21.0816459655762	21.7143402099609	20.1361351013184	24.0095806121826	24.1106815338135	20.3882102966309	23.7284774780273	24.3134746551514
+	1.456188877758	-0.55449914932251	XP_020933449.1;XP_005660542.2;NP_001106518.1;XP_020933955.1	Color2 [DarkGray]	1	4		26.3204822540283	26.7270240783691	26.8061199188232	26.8801689147949	26.0153560638428	26.4395694732666	26.1500778198242	25.6957492828369	25.9384269714355
