x	y
23.65	2.12866
23.64	2.12868
23.63	2.12869
23.62	2.1287
23.61	2.12872
23.6	2.12873
23.59	2.12875
23.58	2.12876
23.57	2.12877
23.56	2.12879
23.55	2.1288
23.54	2.12882
23.53	2.12883
23.52	2.12885
23.51	2.12886
23.5	2.12887
23.49	2.12889
23.48	2.1289
23.47	2.12892
23.46	2.12893
23.45	2.12895
23.44	2.12896
23.43	2.12898
23.42	2.12899
23.41	2.129
23.4	2.12902
23.39	2.12903
23.38	2.12905
23.37	2.12906
23.36	2.12908
23.35	2.12909
23.34	2.12911
23.33	2.12912
23.32	2.12913
23.31	2.12915
23.3	2.12916
23.29	2.12918
23.28	2.12919
23.27	2.12921
23.26	2.12922
23.25	2.12924
23.24	2.12925
23.23	2.12927
23.22	2.12928
23.21	2.1293
23.2	2.12931
23.19	2.12932
23.18	2.12934
23.17	2.12935
23.16	2.12937
23.15	2.12938
23.14	2.1294
23.13	2.12941
23.12	2.12943
23.11	2.12944
23.1	2.12946
23.09	2.12947
23.08	2.12949
23.07	2.1295
23.06	2.12952
23.05	2.12953
23.04	2.12955
23.03	2.12956
23.02	2.12958
23.01	2.12959
23	2.12961
22.99	2.12962
22.98	2.12964
22.97	2.12965
22.96	2.12967
22.95	2.12968
22.94	2.1297
22.93	2.12971
22.92	2.12973
22.91	2.12974
22.9	2.12976
22.89	2.12977
22.88	2.12979
22.87	2.1298
22.86	2.12982
22.85	2.12983
22.84	2.12985
22.83	2.12986
22.82	2.12988
22.81	2.12989
22.8	2.12991
22.79	2.12992
22.78	2.12994
22.77	2.12995
22.76	2.12997
22.75	2.12999
22.74	2.13
22.73	2.13002
22.72	2.13003
22.71	2.13005
22.7	2.13006
22.69	2.13008
22.68	2.13009
22.67	2.13011
22.66	2.13012
22.65	2.13014
22.64	2.13015
22.63	2.13017
22.62	2.13019
22.61	2.1302
22.6	2.13022
22.59	2.13023
22.58	2.13025
22.57	2.13026
22.56	2.13028
22.55	2.13029
22.54	2.13031
22.53	2.13032
22.52	2.13034
22.51	2.13036
22.5	2.13037
22.49	2.13039
22.48	2.1304
22.47	2.13042
22.46	2.13043
22.45	2.13045
22.44	2.13047
22.43	2.13048
22.42	2.1305
22.41	2.13051
22.4	2.13053
22.39	2.13054
22.38	2.13056
22.37	2.13058
22.36	2.13059
22.35	2.13061
22.34	2.13062
22.33	2.13064
22.32	2.13066
22.31	2.13067
22.3	2.13069
22.29	2.1307
22.28	2.13072
22.27	2.13074
22.26	2.13075
22.25	2.13077
22.24	2.13078
22.23	2.1308
22.22	2.13082
22.21	2.13083
22.2	2.13085
22.19	2.13086
22.18	2.13088
22.17	2.1309
22.16	2.13091
22.15	2.13093
22.14	2.13094
22.13	2.13096
22.12	2.13098
22.11	2.13099
22.1	2.13101
22.09	2.13103
22.08	2.13104
22.07	2.13106
22.06	2.13107
22.05	2.13109
22.04	2.13111
22.03	2.13112
22.02	2.13114
22.01	2.13116
22	2.13117
21.99	2.13119
21.98	2.1312
21.97	2.13122
21.96	2.13124
21.95	2.13125
21.94	2.13127
21.93	2.13129
